a1, b1, c1, a2, b2, c2, a3, b3, c3
0.092346,-0.099213,0.984680,0.085333,-0.099423,0.989974,0.007013,0.000210,-0.005294,
0.124039,-0.129211,0.995209,0.089204,-0.102402,0.990498,0.034835,-0.026810,0.004711,
0.148270,-0.142776,0.966019,0.095110,-0.106439,0.988050,0.053159,-0.036337,-0.022031,
0.097229,-0.104935,0.951294,0.095322,-0.106289,0.984374,0.001907,0.001354,-0.033080,
0.075745,-0.113892,0.977768,0.093365,-0.107049,0.983714,-0.017620,-0.006843,-0.005946,
0.057159,-0.120865,1.005249,0.089744,-0.108431,0.985867,-0.032585,-0.012434,0.019382,
0.066284,-0.083023,0.990143,0.087398,-0.105890,0.986295,-0.021114,0.022867,0.003848,
0.097488,-0.070923,0.970642,0.088407,-0.102393,0.984729,0.009081,0.031470,-0.014087,
0.102127,-0.091400,0.981750,0.089779,-0.101294,0.984432,0.012348,0.009894,-0.002681,
0.102844,-0.111938,1.002686,0.091086,-0.102358,0.986257,0.011759,-0.009580,0.016429,
0.095306,-0.087692,1.001343,0.091508,-0.100892,0.987765,0.003799,0.013199,0.013577,
0.103928,-0.099670,0.999588,0.092750,-0.100770,0.988948,0.011178,0.001099,0.010640,
0.085419,-0.106827,1.004410,0.092017,-0.101375,0.990494,-0.006598,-0.005451,0.013916,
0.081802,-0.086411,0.977539,0.090995,-0.099879,0.989198,-0.009193,0.013468,-0.011659,
0.089447,-0.101273,0.972855,0.090840,-0.100018,0.987564,-0.001393,-0.001254,-0.014709,
0.080658,-0.104309,0.981659,0.089822,-0.100447,0.986974,-0.009164,-0.003862,-0.005315,
0.072098,-0.088562,0.980423,0.088050,-0.099259,0.986319,-0.015952,0.010697,-0.005896,
0.103821,-0.114822,0.988907,0.089627,-0.100815,0.986577,0.014194,-0.014007,0.002330,
0.119553,-0.095566,0.979996,0.092619,-0.100290,0.985919,0.026933,0.004724,-0.005923,
0.108887,-0.091095,0.995605,0.094246,-0.099371,0.986888,0.014641,0.008276,0.008718,
0.113693,-0.091812,1.004532,0.096191,-0.098615,0.988652,0.017502,0.006803,0.015880,
0.104904,-0.098694,1.002548,0.097062,-0.098623,0.990042,0.007842,-0.000071,0.012506,
0.070114,-0.088562,0.988266,0.094367,-0.097617,0.989864,-0.024253,0.009055,-0.001598,
0.066040,-0.109344,0.996368,0.091535,-0.098789,0.990515,-0.025495,-0.010555,0.005854,
0.055481,-0.096558,0.989197,0.087929,-0.098566,0.990383,-0.032448,0.002009,-0.001186,
0.095184,-0.103790,0.989685,0.088655,-0.099089,0.990313,0.006530,-0.004702,-0.000628,
0.104996,-0.096024,0.978867,0.090289,-0.098782,0.989168,0.014707,0.002759,-0.010302,
0.100052,-0.106537,0.978943,0.091265,-0.099558,0.988146,0.008787,-0.006979,-0.009203,
0.123993,-0.134857,0.996262,0.094538,-0.103088,0.988957,0.029455,-0.031770,0.007304,
0.074127,-0.075272,0.988159,0.092497,-0.100306,0.988878,-0.018370,0.025034,-0.000718,
0.089188,-0.126587,0.986923,0.092166,-0.102934,0.988682,-0.002978,-0.023653,-0.001759,
0.072983,-0.095093,0.985428,0.090248,-0.102150,0.988357,-0.017265,0.007057,-0.002929,
0.078873,-0.088364,0.977524,0.089110,-0.100771,0.987273,-0.010237,0.012408,-0.009750,
0.090378,-0.104019,0.978806,0.089237,-0.101096,0.986427,0.001141,-0.002923,-0.007621,
0.074707,-0.112808,1.001404,0.087784,-0.102267,0.987924,-0.013077,-0.010541,0.013479,
0.069168,-0.087692,0.984314,0.085922,-0.100810,0.987563,-0.016754,0.013118,-0.003249,
0.112442,-0.130600,0.982285,0.088574,-0.103789,0.987035,0.023868,-0.026811,-0.004751,
0.098282,-0.087753,0.980682,0.089545,-0.102185,0.986400,0.008737,0.014432,-0.005718,
0.120193,-0.130371,0.980392,0.092610,-0.105004,0.985799,0.027584,-0.025367,-0.005407,
0.057404,-0.095490,0.998093,0.089089,-0.104052,0.987029,-0.031686,0.008563,0.011064,
0.057434,-0.094559,0.996109,0.085924,-0.103103,0.987937,-0.028490,0.008544,0.008172,
0.068039,-0.101791,0.993317,0.084135,-0.102972,0.988475,-0.016096,0.001180,0.004842,
0.061523,-0.074753,0.983124,0.081874,-0.100150,0.987940,-0.020351,0.025397,-0.004816,
0.100143,-0.093292,0.988632,0.083701,-0.099464,0.988009,0.016442,0.006172,0.000623,
0.137726,-0.123230,0.979492,0.089103,-0.101841,0.987157,0.048622,-0.021389,-0.007665,
0.112762,-0.092880,0.989746,0.091469,-0.100945,0.987416,0.021293,0.008064,0.002330,
0.105820,-0.105301,0.994766,0.092904,-0.101380,0.988151,0.012915,-0.003921,0.006615,
0.082581,-0.099396,1.001328,0.091872,-0.101182,0.989469,-0.009291,0.001786,0.011859,
0.066055,-0.107468,0.996353,0.089290,-0.101810,0.990157,-0.023235,-0.005657,0.006196,
0.094254,-0.100021,0.993576,0.089787,-0.101632,0.990499,0.004467,0.001610,0.003077,
0.085709,-0.082520,0.977524,0.089379,-0.099720,0.989202,-0.003670,0.017201,-0.011678,
0.088501,-0.098419,0.978714,0.089291,-0.099590,0.988153,-0.000790,0.001171,-0.009439,
0.083420,-0.115372,1.000549,0.088704,-0.101168,0.989392,-0.005284,-0.014203,0.011157,
0.086655,-0.091980,0.969772,0.088499,-0.100250,0.987430,-0.001844,0.008270,-0.017658,
0.087479,-0.105103,0.971893,0.088397,-0.100735,0.985877,-0.000918,-0.004368,-0.013983,
0.076797,-0.103470,0.981628,0.087237,-0.101008,0.985452,-0.010440,-0.002462,-0.003823,
0.080795,-0.089279,0.977554,0.086593,-0.099835,0.984662,-0.005798,0.010556,-0.007108,
0.113449,-0.126785,0.985199,0.089278,-0.102530,0.984716,0.024171,-0.024255,0.000483,
0.077820,-0.091080,0.998245,0.088133,-0.101385,0.986069,-0.010313,0.010306,0.012176,
0.106979,-0.091263,0.980804,0.090017,-0.100373,0.985542,0.016962,0.009110,-0.004738,
0.102005,-0.094986,1.007401,0.091216,-0.099834,0.987728,0.010789,0.004848,0.019672,
0.087463,-0.099274,0.997452,0.090841,-0.099778,0.988701,-0.003377,0.000505,0.008751,
0.099274,-0.092606,0.955109,0.091684,-0.099061,0.985341,0.007590,0.006455,-0.030233,
0.097977,-0.118759,0.991852,0.092313,-0.101031,0.985992,0.005663,-0.017728,0.005859,
0.068192,-0.088654,0.983337,0.089901,-0.099793,0.985727,-0.021710,0.011140,-0.002389,
0.103973,-0.100784,0.977905,0.091308,-0.099892,0.984945,0.012665,-0.000892,-0.007039,
0.101074,-0.100876,0.976898,0.092285,-0.099991,0.984140,0.008789,-0.000885,-0.007242,
0.096298,-0.094467,0.972855,0.092686,-0.099438,0.983012,0.003612,0.004971,-0.010157,
0.123306,-0.103790,0.996887,0.095748,-0.099873,0.984399,0.027558,-0.003917,0.012488,
0.127304,-0.087646,1.000687,0.098904,-0.098651,0.986028,0.028400,0.011004,0.014659,
0.134964,-0.103470,0.990082,0.102510,-0.099133,0.986433,0.032454,-0.004337,0.003649,
0.111786,-0.094879,0.978912,0.103437,-0.098707,0.985681,0.008348,0.003828,-0.006769,
0.114548,-0.112686,0.978149,0.104549,-0.100105,0.984928,0.009999,-0.012581,-0.006779,
0.107849,-0.099609,0.990753,0.104879,-0.100056,0.985510,0.002971,0.000446,0.005243,
0.091599,-0.070923,0.996201,0.103551,-0.097142,0.986580,-0.011952,0.026219,0.009621,
0.131226,-0.087585,0.992844,0.106318,-0.096187,0.987206,0.024908,0.008601,0.005638,
0.107086,-0.078094,0.977692,0.106395,-0.094377,0.986254,0.000691,0.016283,-0.008563,
0.124435,-0.088791,0.985886,0.108199,-0.093819,0.986218,0.016236,0.005028,-0.000332,
0.119751,-0.071075,0.982666,0.109354,-0.091544,0.985862,0.010397,0.020469,-0.003196,
0.120544,-0.088882,0.990753,0.110473,-0.091278,0.986352,0.010071,0.002396,0.004402,
0.088852,-0.055984,0.991058,0.108311,-0.087749,0.986822,-0.019459,0.031764,0.004236,
0.152618,-0.084122,0.986130,0.112742,-0.087386,0.986753,0.039877,0.003264,-0.000623,
0.086899,-0.055099,0.992996,0.110157,-0.084157,0.987377,-0.023259,0.029058,0.005619,
-0.041290,0.031250,0.992706,0.095013,-0.072617,0.987910,-0.136303,0.103867,0.004796,
0.147690,-0.087997,0.994995,0.100280,-0.074155,0.988619,0.047409,-0.013843,0.006376,
-0.021027,0.012909,0.972443,0.088150,-0.065448,0.987001,-0.109176,0.078357,-0.014558,
0.034210,0.007965,0.960220,0.082756,-0.058107,0.984323,-0.048546,0.066072,-0.024103,
0.072342,-0.055527,0.994843,0.081714,-0.057849,0.985375,-0.009372,0.002322,0.009468,
-0.018005,0.025238,0.973297,0.071742,-0.049540,0.984167,-0.089748,0.074778,-0.010870,
0.096634,-0.055832,0.976364,0.074232,-0.050169,0.983387,0.022402,-0.005662,-0.007023,
-0.009430,-0.002960,0.934280,0.065865,-0.045449,0.978476,-0.075295,0.042488,-0.044196,
0.076660,-0.022797,0.945236,0.066945,-0.043183,0.975152,0.009715,0.020387,-0.029916,
0.017532,-0.011307,0.968170,0.062004,-0.039996,0.974454,-0.044471,0.028689,-0.006284,
0.007996,0.002472,0.962967,0.056603,-0.035749,0.973305,-0.048607,0.038221,-0.010338,
0.049255,-0.035568,0.988449,0.055868,-0.035731,0.974820,-0.006613,0.000163,0.013629,
-0.010559,-0.004532,0.984543,0.049225,-0.032611,0.975792,-0.059784,0.028079,0.008751,
0.031052,-0.013657,0.976212,0.047408,-0.030716,0.975834,-0.016356,0.017059,0.000378,
0.026001,-0.034424,0.989182,0.045267,-0.031086,0.977169,-0.019266,-0.003337,0.012013,
0.031128,-0.009003,0.967316,0.043853,-0.028878,0.976183,-0.012725,0.019875,-0.008868,
0.023941,-0.032242,1.040390,0.041862,-0.029214,0.982604,-0.017921,-0.003027,0.057786,
0.014359,-0.024185,1.023453,0.039112,-0.028711,0.986689,-0.024753,0.004526,0.036764,
0.001587,-0.029968,1.057892,0.035359,-0.028837,0.993809,-0.033772,-0.001131,0.064083,
0.039505,-0.017487,1.060089,0.035774,-0.027702,1.000437,0.003731,0.010216,0.059652,
-0.000656,0.029907,1.022705,0.032131,-0.021941,1.002664,-0.032787,0.051848,0.020041,
0.094406,-0.068634,1.039536,0.038358,-0.026610,1.006351,0.056048,-0.042024,0.033184,
0.004242,0.023117,0.974548,0.034947,-0.021638,1.003171,-0.030705,0.044755,-0.028623,
0.018814,-0.063538,1.028870,0.033333,-0.025828,1.005741,-0.014519,-0.037710,0.023129,
0.040726,-0.015182,0.982239,0.034073,-0.024763,1.003391,0.006653,0.009581,-0.021152,
-0.001602,0.018188,0.966660,0.030505,-0.020468,0.999717,-0.032107,0.038656,-0.033058,
0.065445,-0.067978,0.994904,0.033999,-0.025219,0.999236,0.031446,-0.042759,-0.004332,
0.022018,0.030533,0.881027,0.032801,-0.019644,0.987415,-0.010783,0.050177,-0.106388,
0.035339,-0.070801,0.993652,0.033055,-0.024760,0.988039,0.002284,-0.046041,0.005613,
0.015717,-0.020355,0.893341,0.031321,-0.024319,0.978569,-0.015605,0.003964,-0.085228,
0.023148,-0.032745,0.974365,0.030504,-0.025162,0.978149,-0.007356,-0.007584,-0.003783,
0.056961,-0.047714,0.968979,0.033149,-0.027417,0.977232,0.023812,-0.020297,-0.008253,
0.017654,-0.002991,0.947388,0.031600,-0.024974,0.974247,-0.013946,0.021984,-0.026860,
0.053635,-0.078552,1.016571,0.033803,-0.030332,0.978480,0.019831,-0.048220,0.038091,
0.050797,0.014938,0.942596,0.035503,-0.025805,0.974891,0.015294,0.040743,-0.032295,
0.013107,-0.058151,1.016907,0.033263,-0.029040,0.979093,-0.020156,-0.029112,0.037814,
0.074219,-0.048569,1.038132,0.037359,-0.030993,0.984997,0.036860,-0.017576,0.053135,
0.006409,0.048660,0.984131,0.034264,-0.023027,0.984910,-0.027855,0.071688,-0.000779,
0.013138,-0.028412,1.097382,0.032151,-0.023566,0.996157,-0.019013,-0.004846,0.101224,
0.075714,-0.005554,0.988388,0.036507,-0.021765,0.995380,0.039207,0.016210,-0.006992,
0.023911,-0.036041,1.034515,0.035248,-0.023192,0.999294,-0.011337,-0.012849,0.035221,
0.038620,-0.020630,1.019730,0.035585,-0.022936,1.001337,0.003035,0.002306,0.018392,
0.081985,-0.047363,1.041153,0.040225,-0.025379,1.005319,0.041760,-0.021985,0.035834,
0.052475,0.001251,0.992020,0.041450,-0.022716,1.003989,0.011025,0.023967,-0.011969,
0.021545,0.014420,0.998474,0.039460,-0.019002,1.003438,-0.017914,0.033422,-0.004963,
0.053543,-0.074448,1.061874,0.040868,-0.024547,1.009281,0.012675,-0.049901,0.052593,
-0.014282,0.017059,0.997086,0.035353,-0.020386,1.008062,-0.049635,0.037445,-0.010976,
0.000458,-0.061310,1.023727,0.031863,-0.024479,1.009628,-0.031406,-0.036831,0.014099,
0.127533,-0.008865,0.828354,0.041430,-0.022917,0.991501,0.086103,0.014052,-0.163147,
-0.019135,-0.019592,0.889053,0.035374,-0.022585,0.981256,-0.054508,0.002992,-0.092203,
0.068100,-0.093246,1.000137,0.038646,-0.029651,0.983144,0.029454,-0.063596,0.016993,
0.081635,0.058273,0.811386,0.042945,-0.020858,0.965968,0.038689,0.079132,-0.154582,
-0.072433,-0.072906,1.038879,0.031407,-0.026063,0.973259,-0.103841,-0.046843,0.065620,
0.130951,0.048615,0.826767,0.041362,-0.018595,0.958610,0.089589,0.067210,-0.131843,
-0.043991,-0.051605,0.996567,0.032826,-0.021896,0.962406,-0.076818,-0.029709,0.034161,
0.079910,-0.068298,1.016739,0.037535,-0.026537,0.967839,0.042375,-0.041762,0.048900,
0.064026,0.059052,0.868332,0.040184,-0.017978,0.957888,0.023842,0.077029,-0.089557,
-0.058105,-0.152176,1.211349,0.030355,-0.031398,0.983235,-0.088460,-0.120778,0.228115,
0.152725,0.092514,0.816650,0.042592,-0.019006,0.966576,0.110133,0.111521,-0.149926,
-0.053497,-0.101913,1.111313,0.032983,-0.027297,0.981050,-0.086480,-0.074616,0.130263,
0.136887,0.074539,0.872833,0.043373,-0.017114,0.970228,0.093513,0.091653,-0.097395,
-0.026001,-0.056686,1.129837,0.036436,-0.021071,0.986189,-0.062437,-0.035616,0.143648,
0.077927,-0.068237,1.033463,0.040585,-0.025787,0.990916,0.037342,-0.042450,0.042546,
-0.014969,0.109161,0.849228,0.035030,-0.012293,0.976748,-0.049999,0.121454,-0.127520,
0.075745,-0.173050,1.127228,0.039101,-0.028368,0.991796,0.036643,-0.144682,0.135432,
-0.001282,0.117935,0.831558,0.035063,-0.013738,0.975772,-0.036345,0.131673,-0.144214,
0.072891,-0.089127,1.031677,0.038846,-0.021277,0.981362,0.034046,-0.067850,0.050315,
-0.000854,-0.008072,0.971878,0.034876,-0.019956,0.980414,-0.035730,0.011884,-0.008536,
0.039658,-0.012131,1.019638,0.035354,-0.019174,0.984336,0.004304,0.007043,0.035302,
-0.010330,-0.136887,1.163406,0.030785,-0.030945,1.002243,-0.041116,-0.105942,0.161163,
0.040085,0.102753,0.898163,0.031715,-0.017575,0.991835,0.008369,0.120328,-0.093672,
-0.035477,-0.127228,1.178772,0.024996,-0.028541,1.010529,-0.060473,-0.098687,0.168243,
0.115448,0.041412,0.807968,0.034041,-0.021545,0.990273,0.081407,0.062958,-0.182305,
0.019272,-0.030029,0.974304,0.032564,-0.022394,0.988676,-0.013293,-0.007636,-0.014372,
-0.018082,-0.065445,1.055115,0.027500,-0.026699,0.995320,-0.045581,-0.038746,0.059795,
0.074539,0.057846,0.914764,0.032204,-0.018244,0.987264,0.042335,0.076090,-0.072500,
-0.018036,-0.142975,1.134811,0.027180,-0.030717,1.002019,-0.045216,-0.112258,0.132792,
0.067932,0.070648,0.891907,0.031255,-0.020581,0.991008,0.036677,0.091229,-0.099101,
-0.017151,-0.065353,1.063019,0.026414,-0.025058,0.998209,-0.043565,-0.040295,0.064810,
-0.002579,0.024933,0.994186,0.023515,-0.020059,0.997807,-0.026094,0.044992,-0.003620,
0.087616,-0.016434,0.866455,0.029925,-0.019696,0.984672,0.057691,0.003263,-0.118216,
0.015991,-0.127747,1.143860,0.028532,-0.030501,1.000590,-0.012541,-0.097245,0.143270,
0.040039,0.085541,0.859924,0.029683,-0.018897,0.986524,0.010357,0.104438,-0.126599,
0.036469,-0.113953,1.142929,0.030361,-0.028403,1.002164,0.006107,-0.085550,0.140765,
0.046844,0.016998,0.984894,0.032009,-0.023863,1.000437,0.014835,0.040861,-0.015543,
0.002701,-0.020645,1.042007,0.029079,-0.023541,1.004594,-0.026378,0.002896,0.037413,
0.026779,-0.036819,1.046387,0.028849,-0.024869,1.008773,-0.002069,-0.011951,0.037613,
0.006790,0.058258,0.875626,0.026643,-0.016556,0.995459,-0.019853,0.074814,-0.119833,
0.044510,-0.103760,1.082794,0.028430,-0.025276,1.004192,0.016080,-0.078483,0.078602,
0.050964,0.019363,0.902130,0.030683,-0.020812,0.993986,0.020281,0.040176,-0.091856,
0.007370,-0.038361,1.048187,0.028352,-0.022567,0.999406,-0.020982,-0.015793,0.048781,
0.067490,0.019806,0.891464,0.032265,-0.018330,0.988612,0.035224,0.038136,-0.097148,
0.046173,-0.041946,1.032852,0.033656,-0.020692,0.993036,0.012517,-0.021255,0.039816,
0.005615,-0.102829,1.121780,0.030852,-0.028905,1.005910,-0.025237,-0.073924,0.115870,
0.043793,0.059998,0.825729,0.032146,-0.020015,0.987892,0.011647,0.080013,-0.162163,
0.084274,-0.116058,1.034058,0.037359,-0.029619,0.992509,0.046915,-0.086439,0.041549,
0.043594,-0.009216,1.015701,0.037983,-0.027579,0.994828,0.005612,0.018363,0.020873,
-0.036819,-0.013824,0.984390,0.030502,-0.026204,0.993784,-0.067322,0.012379,-0.009394,
0.077499,-0.060989,0.864883,0.035202,-0.029682,0.980894,0.042297,-0.031307,-0.116011,
0.106659,-0.039047,0.913239,0.042348,-0.030619,0.974129,0.064311,-0.008429,-0.060890,
0.018311,-0.094040,1.109009,0.039944,-0.036961,0.987617,-0.021633,-0.057079,0.121392,
-0.024780,0.023941,0.952560,0.033472,-0.030871,0.984111,-0.058252,0.054812,-0.031551,
0.007401,-0.051849,1.001999,0.030864,-0.032969,0.985900,-0.023464,-0.018881,0.016099,
0.047424,-0.015686,1.015808,0.032520,-0.031240,0.988891,0.014904,0.015554,0.026917,
-0.005829,-0.011780,1.001434,0.028686,-0.029294,0.990145,-0.034514,0.017514,0.011289,
-0.057541,-0.044403,1.010117,0.020063,-0.030805,0.992142,-0.077604,-0.013598,0.017974,
0.011108,0.022186,0.945068,0.019167,-0.025506,0.987435,-0.008059,0.047692,-0.042366,
0.020309,-0.107574,1.050064,0.019282,-0.033713,0.993698,0.001028,-0.073862,0.056366,
0.052490,0.001236,0.989059,0.022603,-0.030218,0.993234,0.029888,0.031454,-0.004174,
-0.021057,-0.070190,1.062027,0.018237,-0.034215,1.000113,-0.039294,-0.035975,0.061914,
-0.069031,-0.034607,0.983307,0.009510,-0.034254,0.998433,-0.078541,-0.000353,-0.015126,
0.052658,-0.000122,0.929962,0.013825,-0.030841,0.991586,0.038833,0.030719,-0.061623,
0.091553,-0.084305,0.966782,0.021597,-0.036187,0.989105,0.069955,-0.048117,-0.022324,
0.078995,0.003204,0.884888,0.027337,-0.032248,0.978683,0.051658,0.035453,-0.093796,
0.042801,-0.083267,1.058899,0.028884,-0.037350,0.986705,0.013917,-0.045917,0.072194,
0.021194,-0.028000,0.987091,0.028115,-0.036415,0.986744,-0.006920,0.008415,0.000348,
-0.071411,-0.071075,1.028030,0.018162,-0.039881,0.990872,-0.089573,-0.031194,0.037158,
0.088379,-0.044785,0.848053,0.025184,-0.040372,0.976590,0.063195,-0.004413,-0.128537,
0.106644,-0.023605,0.966278,0.033330,-0.038695,0.975559,0.073314,0.015090,-0.009281,
0.040604,-0.097137,1.105331,0.034057,-0.044539,0.988536,0.006547,-0.052598,0.116795,
0.054718,0.008270,0.913147,0.036123,-0.039258,0.980997,0.018595,0.047528,-0.067850,
0.011154,-0.064926,1.001221,0.033626,-0.041825,0.983020,-0.022472,-0.023101,0.018201,
0.043701,-0.020065,0.946854,0.034634,-0.039649,0.979403,0.009067,0.019584,-0.032549,
-0.017181,-0.060440,1.091522,0.029452,-0.041728,0.990615,-0.046634,-0.018712,0.100907,
-0.037735,0.000381,1.001968,0.022734,-0.037517,0.991750,-0.060469,0.037899,0.010218,
0.036835,0.035141,0.803299,0.024144,-0.030251,0.972905,0.012691,0.065392,-0.169606,
0.099731,-0.111526,1.073578,0.031702,-0.038379,0.982972,0.068029,-0.073148,0.090605,
0.089081,-0.040222,0.954422,0.037440,-0.038563,0.980117,0.051641,-0.001659,-0.025695,
0.129150,-0.093124,1.017517,0.046611,-0.044019,0.983857,0.082539,-0.049105,0.033660,
0.082199,-0.057571,0.929932,0.050170,-0.045375,0.978465,0.032029,-0.012197,-0.048533,
0.037811,-0.013367,0.987106,0.048934,-0.042174,0.979329,-0.011123,0.028807,0.007777,
0.067841,-0.036331,0.934448,0.050825,-0.041589,0.974841,0.017016,0.005258,-0.040393,
0.045639,-0.013214,0.974380,0.050306,-0.038752,0.974795,-0.004667,0.025538,-0.000414,
0.053970,-0.115356,1.130310,0.050673,-0.046412,0.990346,0.003298,-0.068944,0.139964,
-0.061417,-0.033936,1.044464,0.039464,-0.045165,0.995758,-0.100880,0.011229,0.048706,
-0.085251,-0.003983,0.991684,0.026992,-0.041047,0.995351,-0.112243,0.037064,-0.003667,
0.022537,-0.066864,1.075256,0.026547,-0.043628,1.003341,-0.004010,-0.023236,0.071915,
-0.070145,-0.029434,1.056152,0.016878,-0.042209,1.008622,-0.087022,0.012775,0.047530,
-0.077820,-0.030853,1.017654,0.007408,-0.041073,1.009526,-0.085228,0.010220,0.008129,
-0.016663,0.044525,0.899200,0.005001,-0.032513,0.998493,-0.021663,0.077039,-0.099293,
0.043640,-0.033401,0.921371,0.008865,-0.032602,0.990781,0.034775,-0.000799,-0.069409,
0.093323,-0.025650,0.871552,0.017311,-0.031907,0.978858,0.076012,0.006257,-0.107306,
0.065933,-0.034546,0.926544,0.022173,-0.032171,0.973627,0.043760,-0.002375,-0.047082,
-0.060059,-0.012787,0.969345,0.013950,-0.030233,0.973198,-0.074008,0.017446,-0.003853,
-0.039795,-0.008011,1.021759,0.008575,-0.028010,0.978055,-0.048370,0.019999,0.043705,
0.007004,0.018784,1.015015,0.008418,-0.023331,0.981751,-0.001414,0.042115,0.033264,
0.016342,0.059906,0.933838,0.009210,-0.015007,0.976959,0.007132,0.074913,-0.043121,
0.027237,-0.004333,0.980988,0.011013,-0.013940,0.977362,0.016224,0.009606,0.003625,
0.037491,0.041794,0.939209,0.013661,-0.008367,0.973547,0.023830,0.050160,-0.034338,
0.040085,0.009918,0.942535,0.016303,-0.006538,0.970446,0.023782,0.016456,-0.027910,
0.054642,0.005600,0.929916,0.020137,-0.005324,0.966393,0.034505,0.010924,-0.036476,
-0.036530,-0.051605,1.097122,0.014470,-0.009952,0.979466,-0.051000,-0.041653,0.117657,
-0.007431,-0.060242,1.076843,0.012280,-0.014981,0.989203,-0.019711,-0.045260,0.087640,
0.009338,-0.050858,1.002014,0.011986,-0.018569,0.990484,-0.002648,-0.032289,0.011530,
-0.016891,-0.052490,1.017532,0.009098,-0.021961,0.993189,-0.025990,-0.030529,0.024343,
-0.008591,0.006973,1.008087,0.007329,-0.019068,0.994679,-0.015920,0.026041,0.013408,
0.036011,-0.006073,0.960419,0.010198,-0.017768,0.991253,0.025813,0.011695,-0.030834,
0.078262,-0.030533,1.040924,0.017004,-0.019045,0.996220,0.061258,-0.011488,0.044704,
0.060883,-0.040009,0.976807,0.021392,-0.021141,0.994279,0.039491,-0.018868,-0.017472,
0.003357,-0.060257,1.028671,0.019588,-0.025053,0.997718,-0.016231,-0.035204,0.030953,
0.003723,-0.032333,0.985001,0.018002,-0.025781,0.996446,-0.014279,-0.006553,-0.011446,
-0.009628,-0.016922,0.959061,0.015239,-0.024895,0.992708,-0.024867,0.007973,-0.033647,
0.044891,0.001572,0.937759,0.018204,-0.022248,0.987213,0.026687,0.023820,-0.049453,
0.017456,-0.013046,0.988861,0.018129,-0.021328,0.987378,-0.000673,0.008282,0.001483,
-0.014496,-0.024719,0.940399,0.014867,-0.021667,0.982680,-0.029363,-0.003052,-0.042281,
0.001755,-0.026505,1.017441,0.013556,-0.022151,0.986156,-0.011801,-0.004354,0.031285,
0.100449,-0.054626,0.999054,0.022245,-0.025398,0.987446,0.078204,-0.029228,0.011608,
0.093246,-0.017715,0.924667,0.029345,-0.024630,0.981168,0.063901,0.006915,-0.056501,
0.102585,-0.043488,0.965439,0.036669,-0.026516,0.979595,0.065916,-0.016972,-0.014156,
0.010345,-0.021118,1.075607,0.034037,-0.025976,0.989196,-0.023691,0.004858,0.086411,
-0.014908,0.013290,0.868027,0.029142,-0.022049,0.977079,-0.044050,0.035340,-0.109053,
0.023026,-0.026703,1.030472,0.028531,-0.022515,0.982419,-0.005505,-0.004188,0.048053,
-0.071747,-0.010117,0.996796,0.018503,-0.021275,0.983856,-0.090250,0.011158,0.012939,
0.109909,-0.071030,1.031845,0.027643,-0.026250,0.988655,0.082266,-0.044779,0.043190,
0.050690,-0.014603,0.889709,0.029948,-0.025086,0.978761,0.020742,0.010483,-0.089051,
-0.013321,-0.056427,1.111237,0.025621,-0.028220,0.992008,-0.038942,-0.028207,0.119228,
0.019501,-0.028717,0.894470,0.025009,-0.028270,0.982254,-0.005508,-0.000448,-0.087784,
-0.020340,-0.008453,1.004196,0.020474,-0.026288,0.984449,-0.040814,0.017835,0.019748,
-0.001175,-0.035187,1.000763,0.018309,-0.027178,0.986080,-0.019484,-0.008009,0.014683,
0.038223,-0.047516,1.079147,0.020301,-0.029212,0.995387,0.017923,-0.018304,0.083761,
0.106094,-0.080933,0.978714,0.028880,-0.034384,0.993719,0.077214,-0.046549,-0.015005,
0.004883,-0.026031,0.937668,0.026480,-0.033548,0.988114,-0.021598,0.007517,-0.050446,
-0.037003,-0.030716,0.992477,0.020132,-0.033265,0.988551,-0.057135,0.002549,0.003927,
0.056458,-0.074356,1.060913,0.023765,-0.037374,0.995787,0.032693,-0.036982,0.065126,
0.077393,-0.047241,0.944550,0.029127,-0.038361,0.990663,0.048265,-0.008880,-0.046114,
0.109726,-0.021027,0.916000,0.037187,-0.036628,0.983197,0.072539,0.015601,-0.067196,
0.013382,-0.022278,1.033279,0.034807,-0.035193,0.988205,-0.021425,0.012915,0.045074,
0.028214,-0.003311,0.986908,0.034147,-0.032004,0.988075,-0.005934,0.028693,-0.001167,
0.088181,-0.021179,0.989685,0.039551,-0.030922,0.988236,0.048630,0.009743,0.001449,
0.102707,-0.048645,0.904404,0.045866,-0.032694,0.979853,0.056841,-0.015951,-0.075449,
-0.031570,-0.005112,0.864136,0.038123,-0.029936,0.968281,-0.069693,0.024824,-0.104146,
-0.045731,-0.025253,1.003143,0.029737,-0.029468,0.971768,-0.075468,0.004214,0.031376,
0.039032,-0.065369,1.079346,0.030667,-0.033058,0.982525,0.008365,-0.032311,0.096820,
0.100662,-0.044571,0.956573,0.037666,-0.034209,0.979930,0.062996,-0.010362,-0.023357,
0.044220,-0.048721,1.016144,0.038322,-0.035660,0.983552,0.005898,-0.013061,0.032592,
-0.033966,-0.011658,1.011963,0.031093,-0.033260,0.986393,-0.065059,0.021602,0.025570,
0.103394,-0.065201,0.956833,0.038323,-0.036454,0.983437,0.065071,-0.028747,-0.026604,
0.070343,-0.054474,1.018448,0.041525,-0.038256,0.986938,0.028818,-0.016218,0.031510,
0.003830,-0.021072,0.980942,0.037755,-0.036538,0.986338,-0.033926,0.015465,-0.005396,
