a1, b1, c1, a2, b2, c2, a3, b3, c3
-0.000961,-0.217545,1.031342,-0.016500,-0.098084,0.982084,0.015539,-0.119461,0.049258,
-0.033966,-0.014587,0.996246,-0.018247,-0.089734,0.983500,-0.015719,0.075147,0.012746,
0.008957,-0.110580,0.943558,-0.015526,-0.091819,0.979506,0.024483,-0.018762,-0.035948,
0.037567,-0.159470,0.955231,-0.010217,-0.098584,0.977078,0.047784,-0.060886,-0.021848,
-0.020950,-0.078156,1.001022,-0.011290,-0.096541,0.979473,-0.009660,0.018385,0.021550,
-0.038345,-0.069305,0.999771,-0.013996,-0.093817,0.981503,-0.024350,0.024512,0.018268,
-0.057083,-0.097015,1.021561,-0.018304,-0.094137,0.985508,-0.038779,-0.002878,0.036052,
0.013031,-0.078186,0.978714,-0.015171,-0.092542,0.984829,0.028202,0.014356,-0.006115,
-0.101196,-0.068863,0.939026,-0.023773,-0.090174,0.980249,-0.077423,0.021311,-0.041223,
0.034302,-0.071609,1.016296,-0.017966,-0.088318,0.983853,0.052268,0.016708,0.032443,
-0.010635,-0.103928,1.037872,-0.017233,-0.089879,0.989255,0.006598,-0.014049,0.048617,
0.026505,-0.087189,0.978958,-0.012859,-0.089610,0.988226,0.039364,0.002421,-0.009267,
0.011124,-0.075424,0.980637,-0.010461,-0.088191,0.987467,0.021585,0.012767,-0.006830,
-0.001389,-0.058716,1.000031,-0.009554,-0.085244,0.988723,0.008165,0.026528,0.011307,
-0.043015,-0.041962,1.026031,-0.012900,-0.080915,0.992454,-0.030115,0.038954,0.033578,
-0.034546,-0.086273,0.976334,-0.015064,-0.081451,0.990842,-0.019482,-0.004822,-0.014508,
0.042160,-0.082184,0.950485,-0.009342,-0.081524,0.986806,0.051502,-0.000659,-0.036321,
0.039886,-0.096863,1.016632,-0.004419,-0.083058,0.989789,0.044306,-0.013805,0.026843,
-0.062180,-0.118683,1.041458,-0.010195,-0.086621,0.994956,-0.051984,-0.032062,0.046502,
-0.038208,-0.060013,0.980942,-0.012996,-0.083960,0.993554,-0.025212,0.023947,-0.012613,
0.009521,-0.048431,0.942871,-0.010745,-0.080407,0.988486,0.020266,0.031976,-0.045615,
0.058563,-0.094925,0.939957,-0.003814,-0.081859,0.983633,0.062377,-0.013066,-0.043676,
-0.021561,-0.145966,0.997833,-0.005589,-0.088270,0.985053,-0.015972,-0.057696,0.012780,
-0.020248,-0.106354,1.003326,-0.007055,-0.090078,0.986880,-0.013194,-0.016276,0.016446,
0.036972,-0.019485,0.923126,-0.002652,-0.083019,0.980505,0.039624,0.063533,-0.057379,
0.015518,-0.118469,0.995941,-0.000835,-0.086564,0.982049,0.016353,-0.031905,0.013893,
0.075516,-0.130661,1.004562,0.006800,-0.090973,0.984300,0.068716,-0.039688,0.020262,
-0.001266,-0.040756,1.010666,0.005994,-0.085952,0.986937,-0.007260,0.045196,0.023729,
-0.019852,-0.060165,1.009720,0.003409,-0.083373,0.989215,-0.023261,0.023208,0.020505,
-0.031143,-0.124435,1.021164,-0.000046,-0.087479,0.992410,-0.031097,-0.036956,0.028754,
0.006760,-0.117661,1.016525,0.000634,-0.090497,0.994821,0.006125,-0.027163,0.021704,
0.031372,-0.095688,0.953476,0.003708,-0.091017,0.990687,0.027664,-0.004671,-0.037211,
-0.072983,0.029449,0.877106,-0.003961,-0.078970,0.979329,-0.069022,0.108419,-0.102223,
0.029800,-0.133698,1.041580,-0.000585,-0.084443,0.985554,0.030385,-0.049255,0.056026,
0.049194,-0.039276,0.997375,0.004393,-0.079926,0.986736,0.044801,0.040650,0.010639,
-0.020233,-0.026047,0.913742,0.001930,-0.074538,0.979437,-0.022164,0.048491,-0.065695,
0.013992,-0.181564,0.996628,0.003137,-0.085241,0.981156,0.010856,-0.096324,0.015472,
-0.229889,-0.015060,0.995224,-0.020166,-0.078223,0.982563,-0.209723,0.063162,0.012661,
0.144379,-0.140945,0.976807,-0.003711,-0.084495,0.981987,0.148090,-0.056450,-0.005180,
-0.026108,-0.008774,0.983444,-0.005951,-0.076923,0.982133,-0.020157,0.068149,0.001312,
-0.034180,-0.128052,1.056625,-0.008774,-0.082036,0.989582,-0.025406,-0.046016,0.067043,
0.019669,-0.086319,0.998581,-0.005930,-0.082464,0.990482,0.025598,-0.003855,0.008099,
0.006302,-0.067017,0.992310,-0.004707,-0.080919,0.990665,0.011008,0.013903,0.001645,
-0.001450,-0.068222,0.989288,-0.004381,-0.079650,0.990527,0.002931,0.011428,-0.001239,
-0.130432,-0.093552,0.903503,-0.016986,-0.081040,0.981825,-0.113446,-0.012512,-0.078321,
-0.026749,-0.192490,0.962799,-0.017962,-0.092185,0.979922,-0.008786,-0.100305,-0.017123,
-0.061874,-0.097260,1.007721,-0.022353,-0.092692,0.982702,-0.039521,-0.004567,0.025019,
-0.119293,-0.106323,1.041718,-0.032047,-0.094055,0.988604,-0.087246,-0.012268,0.053114,
0.107513,-0.148834,0.954849,-0.018091,-0.099533,0.985228,0.125605,-0.049301,-0.030379,
0.089371,-0.190964,1.064514,-0.007345,-0.108676,0.993157,0.096716,-0.082287,0.071357,
-0.078735,0.035767,0.864166,-0.014484,-0.094232,0.980258,-0.064251,0.129999,-0.116091,
-0.084930,-0.080276,0.982651,-0.021529,-0.092836,0.980497,-0.063402,0.012560,0.002154,
-0.102066,-0.141769,1.015686,-0.029583,-0.097730,0.984016,-0.072484,-0.044040,0.031670,
0.030746,-0.153854,0.982681,-0.023550,-0.103342,0.983882,0.054296,-0.050512,-0.001201,
0.026062,-0.124573,1.016800,-0.018588,-0.105465,0.987174,0.044650,-0.019107,0.029626,
0.001953,-0.014526,0.980850,-0.016534,-0.096371,0.986542,0.018487,0.081845,-0.005692,
0.019073,-0.131989,1.065094,-0.012974,-0.099933,0.994397,0.032047,-0.032055,0.070697,
0.033463,-0.170578,1.001617,-0.008330,-0.106998,0.995119,0.041792,-0.063580,0.006498,
0.047089,0.025955,0.920761,-0.002788,-0.093702,0.987683,0.049877,0.119658,-0.066922,
0.019913,-0.066681,0.978668,-0.000518,-0.091000,0.986782,0.020431,0.024319,-0.008114,
0.118118,-0.239243,1.031830,0.011346,-0.105824,0.991287,0.106773,-0.133418,0.040543,
-0.418854,0.085709,0.909409,-0.031674,-0.086671,0.983099,-0.387179,0.172380,-0.073690,
-0.100189,-0.236374,1.070938,-0.038526,-0.101641,0.991883,-0.061663,-0.134733,0.079055,
0.088654,0.006500,0.909561,-0.025808,-0.090827,0.983651,0.114461,0.097327,-0.074089,
0.103134,-0.272339,1.076385,-0.012914,-0.108978,0.992924,0.116048,-0.163360,0.083461,
-0.055954,0.007935,0.954376,-0.017218,-0.097287,0.989069,-0.038736,0.105222,-0.034693,
0.074966,-0.089386,0.985382,-0.007999,-0.096497,0.988701,0.082966,0.007111,-0.003318,
0.015686,-0.094803,1.013397,-0.005631,-0.096328,0.991170,0.021317,0.001525,0.022227,
0.025223,-0.121033,0.990128,-0.002545,-0.098798,0.991066,0.027768,-0.022235,-0.000938,
-0.065338,-0.055161,0.987503,-0.008825,-0.094434,0.990710,-0.056513,0.039274,-0.003207,
0.012848,-0.101822,0.966171,-0.006657,-0.095173,0.988256,0.019505,-0.006649,-0.022085,
-0.002625,-0.164398,1.100708,-0.006254,-0.102096,0.999501,0.003630,-0.062303,0.101207,
0.054916,-0.061005,0.961212,-0.000137,-0.097986,0.995672,0.055053,0.036982,-0.034460,
0.087234,-0.139114,0.954544,0.008600,-0.102099,0.991559,0.078634,-0.037015,-0.037015,
-0.033829,-0.107788,0.994324,0.004357,-0.102668,0.991836,-0.038186,-0.005120,0.002488,
-0.015778,-0.064392,0.928986,0.002344,-0.098841,0.985551,-0.018121,0.034448,-0.056565,
0.038712,-0.142563,0.944214,0.005981,-0.103213,0.981417,0.032731,-0.039350,-0.037203,
-0.078278,-0.087479,0.996613,-0.002445,-0.101639,0.982937,-0.075832,0.014161,0.013676,
-0.018372,-0.115768,0.994583,-0.004038,-0.103052,0.984101,-0.014334,-0.012716,0.010482,
-0.026093,-0.102646,1.018982,-0.006243,-0.103012,0.987589,-0.019849,0.000366,0.031393,
0.023468,-0.089783,1.022308,-0.003272,-0.101689,0.991061,0.026740,0.011906,0.031247,
-0.012360,-0.079498,1.036606,-0.004181,-0.099470,0.995616,-0.008179,0.019971,0.040990,
0.049637,-0.092789,1.016693,0.001201,-0.098802,0.997723,0.048436,0.006013,0.018970,
0.052780,-0.074982,0.988937,0.006359,-0.096420,0.996845,0.046421,0.021438,-0.007907,
0.043961,-0.093307,0.969345,0.010119,-0.096108,0.994095,0.033842,0.002801,-0.024750,
-0.014145,-0.081848,0.980453,0.007693,-0.094682,0.992731,-0.021837,0.012834,-0.012277,
-0.008575,-0.107056,0.984711,0.006066,-0.095920,0.991929,-0.014641,-0.011136,-0.007218,
0.000885,-0.129257,0.996902,0.005548,-0.099253,0.992426,-0.004663,-0.030004,0.004476,
-0.013351,-0.101608,0.975739,0.003658,-0.099489,0.990757,-0.017009,-0.002119,-0.015019,
0.045746,-0.112091,0.963654,0.007867,-0.100749,0.988047,0.037879,-0.011342,-0.024393,
0.026978,-0.131119,1.017868,0.009778,-0.103786,0.991029,0.017200,-0.027333,0.026839,
0.035217,-0.088806,0.976105,0.012322,-0.102288,0.989537,0.022896,0.013482,-0.013432,
0.018753,-0.090317,0.969055,0.012965,-0.101091,0.987488,0.005788,0.010774,-0.018433,
0.040741,-0.119629,0.986343,0.015742,-0.102945,0.987374,0.024999,-0.016684,-0.001031,
-0.020493,-0.126892,1.027206,0.012119,-0.105340,0.991357,-0.032611,-0.021553,0.035849,
0.015106,-0.061157,0.982483,0.012418,-0.100921,0.990470,0.002689,0.039764,-0.007987,
0.013611,-0.116669,0.991959,0.012537,-0.102496,0.990619,0.001074,-0.014173,0.001340,
0.036255,-0.080261,0.982910,0.014909,-0.100273,0.989848,0.021346,0.020011,-0.006938,
0.015747,-0.095932,0.986816,0.014993,-0.099838,0.989545,0.000754,0.003906,-0.002728,
0.061508,-0.084351,0.959579,0.019644,-0.098290,0.986548,0.041864,0.013939,-0.026969,
0.049530,-0.110809,0.996216,0.022633,-0.099542,0.987515,0.026897,-0.011268,0.008701,
0.040741,-0.113876,1.002060,0.024444,-0.100975,0.988969,0.016297,-0.012901,0.013091,
0.055298,-0.109528,1.017914,0.027529,-0.101830,0.991864,0.027769,-0.007697,0.026050,
0.044937,-0.079803,1.008621,0.029270,-0.099628,0.993540,0.015667,0.019824,0.015082,
0.058533,-0.073669,1.018539,0.032196,-0.097032,0.996040,0.026337,0.023362,0.022500,
0.046753,-0.094818,1.006836,0.033652,-0.096810,0.997119,0.013101,0.001992,0.009717,
0.052353,-0.120102,1.002243,0.035522,-0.099140,0.997632,0.016831,-0.020962,0.004611,
0.048950,-0.078140,0.959366,0.036865,-0.097040,0.993805,0.012085,0.018899,-0.034439,
0.093369,-0.105103,0.946320,0.042515,-0.097846,0.989056,0.050853,-0.007257,-0.042737,
0.068192,-0.094421,0.969604,0.045083,-0.097504,0.987111,0.023109,0.003082,-0.017507,
0.032623,-0.144958,1.033844,0.043837,-0.102249,0.991785,-0.011214,-0.042709,0.042059,
0.033020,-0.118973,0.980347,0.042755,-0.103921,0.990641,-0.009735,-0.015051,-0.010294,
0.047668,-0.111069,0.968613,0.043246,-0.104636,0.988438,0.004422,-0.006433,-0.019825,
0.064194,-0.100052,0.988342,0.045341,-0.104178,0.988428,0.018853,0.004126,-0.000086,
0.064224,-0.093353,1.003052,0.047229,-0.103095,0.989891,0.016995,0.009742,0.013161,
0.082626,-0.094711,0.998337,0.050769,-0.102257,0.990735,0.031857,0.007546,0.007601,
0.087463,-0.096375,1.008255,0.054439,-0.101669,0.992487,0.033025,0.005294,0.015768,
0.061523,-0.073761,0.991974,0.055147,-0.098878,0.992436,0.006376,0.025117,-0.000462,
0.050995,-0.061935,0.980896,0.054732,-0.095184,0.991282,-0.003737,0.033248,-0.010386,
0.054337,-0.115372,0.995316,0.054692,-0.097202,0.991685,-0.000356,-0.018169,0.003630,
0.052689,-0.092072,0.970413,0.054492,-0.096689,0.989558,-0.001803,0.004618,-0.019145,
0.061310,-0.101151,0.976517,0.055174,-0.097135,0.988254,0.006136,-0.004015,-0.011737,
0.063095,-0.116135,0.982605,0.055966,-0.099035,0.987689,0.007129,-0.017099,-0.005084,
0.043747,-0.107224,0.997086,0.054744,-0.099854,0.988629,-0.010997,-0.007369,0.008457,
0.043488,-0.123901,1.034714,0.053618,-0.102259,0.993237,-0.010131,-0.021642,0.041477,
0.020660,-0.082458,1.006439,0.050323,-0.100279,0.994557,-0.029662,0.017820,0.011882,
0.043823,-0.101624,0.988144,0.049673,-0.100413,0.993916,-0.005849,-0.001210,-0.005772,
0.036896,-0.109253,1.007874,0.048395,-0.101297,0.995312,-0.011499,-0.007956,0.012562,
0.013824,-0.093140,0.991699,0.044938,-0.100482,0.994951,-0.031113,0.007342,-0.003251,
0.065094,-0.119064,0.959000,0.046953,-0.102340,0.991355,0.018141,-0.016725,-0.032356,
0.037399,-0.071045,0.950302,0.045998,-0.099210,0.987250,-0.008599,0.028165,-0.036948,
0.061401,-0.096619,0.955765,0.047538,-0.098951,0.984102,0.013863,0.002333,-0.028337,
0.075546,-0.133606,0.983902,0.050339,-0.102417,0.984082,0.025207,-0.031189,-0.000180,
0.014694,-0.096695,1.018341,0.046775,-0.101844,0.987508,-0.032080,0.005150,0.030833,
0.021408,-0.104935,1.019501,0.044238,-0.102153,0.990707,-0.022830,-0.002781,0.028794,
0.077820,-0.093933,0.994339,0.047596,-0.101331,0.991070,0.030224,0.007398,0.003269,
0.047134,-0.055374,0.994583,0.047550,-0.096736,0.991421,-0.000416,0.041362,0.003162,
0.069260,-0.071548,1.005829,0.049721,-0.094217,0.992862,0.019539,0.022669,0.012967,
0.053421,-0.105896,1.007034,0.050091,-0.095385,0.994279,0.003330,-0.010511,0.012755,
0.015930,-0.078110,0.975784,0.046675,-0.093657,0.992430,-0.030745,0.015548,-0.016646,
0.037903,-0.111221,0.989197,0.045798,-0.095414,0.992107,-0.007895,-0.015808,-0.002910,
0.053543,-0.106201,0.963669,0.046572,-0.096493,0.989263,0.006971,-0.009709,-0.025594,
0.022827,-0.074341,0.948212,0.044198,-0.094277,0.985158,-0.021371,0.019937,-0.036946,
0.055588,-0.089096,0.976318,0.045337,-0.093759,0.984274,0.010251,0.004663,-0.007955,
0.047714,-0.099594,0.992111,0.045574,-0.094343,0.985057,0.002140,-0.005251,0.007054,
0.029282,-0.095367,1.007645,0.043945,-0.094445,0.987316,-0.014664,-0.000922,0.020328,
0.068817,-0.122406,1.000473,0.046432,-0.097241,0.988632,0.022385,-0.025165,0.011841,
0.075119,-0.078217,0.967514,0.049301,-0.095339,0.986520,0.025818,0.017122,-0.019006,
0.014923,-0.077057,0.997437,0.045863,-0.093511,0.987612,-0.030940,0.016454,0.009825,
0.066254,-0.083908,1.000031,0.047902,-0.092550,0.988854,0.018351,0.008642,0.011177,
0.034622,-0.054092,0.962891,0.046574,-0.088705,0.986257,-0.011952,0.034612,-0.023367,
0.072601,-0.129761,1.007492,0.049177,-0.092810,0.988381,0.023424,-0.036951,0.019111,
0.022491,-0.095566,1.008560,0.046508,-0.093086,0.990399,-0.024017,-0.002480,0.018161,
0.072586,-0.134537,0.999649,0.049116,-0.097231,0.991324,0.023470,-0.037306,0.008325,
0.074066,-0.093430,0.949936,0.051611,-0.096851,0.987185,0.022455,0.003421,-0.037249,
0.094009,-0.131210,0.978149,0.055851,-0.100287,0.986281,0.038158,-0.030924,-0.008132,
0.040543,-0.135513,1.004257,0.054320,-0.103809,0.988079,-0.013778,-0.031704,0.016178,
0.052383,-0.121170,0.983536,0.054127,-0.105545,0.987625,-0.001743,-0.015625,-0.004089,
0.056335,-0.115448,0.974655,0.054347,-0.106536,0.986328,0.001988,-0.008912,-0.011673,
0.093033,-0.124496,0.998764,0.058216,-0.108332,0.987571,0.034817,-0.016165,0.011193,
0.069885,-0.117813,0.979736,0.059383,-0.109280,0.986788,0.010502,-0.008533,-0.007052,
0.074463,-0.138214,1.004639,0.060891,-0.112173,0.988573,0.013572,-0.026041,0.016066,
0.052322,-0.129669,0.980667,0.060034,-0.113923,0.987782,-0.007712,-0.015746,-0.007115,
0.090134,-0.129395,0.984024,0.063044,-0.115470,0.987407,0.027090,-0.013924,-0.003382,
0.069824,-0.124405,0.980789,0.063722,-0.116364,0.986745,0.006102,-0.008041,-0.005956,
0.061264,-0.096252,1.007004,0.063476,-0.114352,0.988771,-0.002212,0.018100,0.018233,
0.076065,-0.070404,1.000946,0.064735,-0.109958,0.989988,0.011330,0.039554,0.010958,
0.064346,-0.073456,1.021576,0.064696,-0.106307,0.993147,-0.000350,0.032852,0.028429,
0.048676,-0.096695,0.999969,0.063094,-0.105346,0.993829,-0.014419,0.008651,0.006140,
0.081909,-0.081863,0.955811,0.064976,-0.102998,0.990027,0.016934,0.021134,-0.034217,
0.055618,-0.092087,0.956635,0.064040,-0.101907,0.986688,-0.008422,0.009820,-0.030054,
0.016693,-0.097778,0.989792,0.059305,-0.101494,0.986998,-0.042612,0.003716,0.002793,
0.018753,-0.083588,0.990646,0.055250,-0.099703,0.987363,-0.036497,0.016116,0.003283,
0.069351,-0.080444,0.943848,0.056660,-0.097777,0.983012,0.012691,0.017333,-0.039164,
0.072998,-0.098984,0.966751,0.058294,-0.097898,0.981386,0.014704,-0.001086,-0.014635,
0.007706,-0.116623,1.024414,0.053235,-0.099771,0.985688,-0.045529,-0.016852,0.038726,
0.040024,-0.089478,0.992905,0.051914,-0.098741,0.986410,-0.011890,0.009264,0.006495,
0.070770,-0.120468,1.002441,0.053800,-0.100914,0.988013,0.016971,-0.019554,0.014428,
0.051636,-0.098663,0.974411,0.053583,-0.100689,0.986653,-0.001947,0.002026,-0.012242,
0.053604,-0.091934,0.985199,0.053585,-0.099813,0.986508,0.000019,0.007879,-0.001309,
0.077744,-0.107224,0.979706,0.056001,-0.100554,0.985827,0.021742,-0.006669,-0.006122,
0.081451,-0.120193,0.994675,0.058546,-0.102518,0.986712,0.022905,-0.017675,0.007963,
0.055527,-0.081238,1.024521,0.058244,-0.100390,0.990493,-0.002717,0.019152,0.034028,
0.074783,-0.101456,1.010132,0.059898,-0.100497,0.992457,0.014885,-0.000959,0.017675,
0.097382,-0.075485,0.988403,0.063646,-0.097996,0.992052,0.033735,0.022510,-0.003648,
0.075912,-0.093140,0.982468,0.064873,-0.097510,0.991093,0.011039,0.004370,-0.008626,
0.072830,-0.108231,0.993439,0.065669,-0.098582,0.991328,0.007161,-0.009648,0.002111,
0.050842,-0.080826,0.973221,0.064186,-0.096806,0.989517,-0.013344,0.015981,-0.016296,
0.045563,-0.120300,1.003159,0.062324,-0.099156,0.990881,-0.016761,-0.021144,0.012277,
0.039612,-0.125977,1.024841,0.060053,-0.101838,0.994277,-0.020441,-0.024139,0.030564,
0.069351,-0.075607,0.961517,0.060982,-0.099215,0.991001,0.008369,0.023608,-0.029484,
0.072769,-0.115738,0.994537,0.062161,-0.100867,0.991355,0.010608,-0.014871,0.003183,
0.038727,-0.120453,1.011948,0.059818,-0.102826,0.993414,-0.021091,-0.017627,0.018534,
0.040207,-0.073578,0.977951,0.057857,-0.099901,0.991868,-0.017650,0.026323,-0.013917,
0.081467,-0.121201,0.983841,0.060218,-0.102031,0.991065,0.021249,-0.019170,-0.007224,
0.043854,-0.094025,0.998901,0.058581,-0.101230,0.991849,-0.014727,0.007206,0.007053,
0.081650,-0.100449,0.987549,0.060888,-0.101152,0.991419,0.020762,0.000704,-0.003870,
0.099060,-0.106491,0.990738,0.064705,-0.101686,0.991351,0.034355,-0.004805,-0.000613,
0.067322,-0.082184,0.973389,0.064967,-0.099736,0.989554,0.002355,0.017552,-0.016166,
0.112625,-0.115662,0.965347,0.069733,-0.101328,0.987134,0.042892,-0.014333,-0.021786,
0.074753,-0.110016,0.997437,0.070235,-0.102197,0.988164,0.004518,-0.007819,0.009272,
0.073990,-0.087448,0.997177,0.070610,-0.100722,0.989065,0.003380,0.013274,0.008112,
0.073029,-0.085632,0.993195,0.070852,-0.099213,0.989478,0.002176,0.013581,0.003716,
0.073654,-0.119324,1.017227,0.071132,-0.101224,0.992253,0.002522,-0.018099,0.024974,
0.019684,-0.087326,0.989716,0.065987,-0.099834,0.991999,-0.046304,0.012508,-0.002284,
0.068161,-0.102097,0.948990,0.066205,-0.100061,0.987698,0.001956,-0.002036,-0.038709,
0.083618,-0.102417,0.971817,0.067946,-0.100296,0.986110,0.015672,-0.002121,-0.014293,
0.038284,-0.073700,0.971039,0.064980,-0.097637,0.984603,-0.026696,0.023937,-0.013564,
0.074615,-0.127960,0.987762,0.065944,-0.100669,0.984919,0.008672,-0.027291,0.002843,
0.060989,-0.128281,1.004395,0.065448,-0.103430,0.986867,-0.004459,-0.024850,0.017528,
0.027328,-0.096390,1.004684,0.061636,-0.102726,0.988648,-0.034308,0.006336,0.016036,
0.074799,-0.107254,0.987549,0.062952,-0.103179,0.988538,0.011846,-0.004075,-0.000990,
0.060532,-0.077637,0.980179,0.062710,-0.100625,0.987702,-0.002179,0.022988,-0.007524,
0.045914,-0.075012,1.016464,0.061031,-0.098063,0.990579,-0.015117,0.023051,0.025886,
0.060257,-0.101990,0.998184,0.060953,-0.098456,0.991339,-0.000696,-0.003534,0.006845,
0.077637,-0.112747,0.996521,0.062622,-0.099885,0.991857,0.015015,-0.012862,0.004664,
0.076889,-0.093140,0.977554,0.064048,-0.099211,0.990427,0.012841,0.006071,-0.012873,
0.089294,-0.114349,0.985809,0.066573,-0.100725,0.989965,0.022721,-0.013625,-0.004156,
0.082413,-0.119171,1.001541,0.068157,-0.102569,0.991123,0.014256,-0.016602,0.010418,
0.053604,-0.093857,0.978317,0.066702,-0.101698,0.989842,-0.013098,0.007841,-0.011525,
0.074112,-0.083878,0.970551,0.067443,-0.099916,0.987913,0.006669,0.016038,-0.017363,
0.065094,-0.109421,0.991409,0.067208,-0.100866,0.988263,-0.002114,-0.008554,0.003147,
0.022537,-0.089905,1.008499,0.062741,-0.099770,0.990286,-0.040204,0.009865,0.018213,
0.052521,-0.101257,1.001053,0.061719,-0.099919,0.991363,-0.009198,-0.001338,0.009690,
0.058258,-0.107635,1.008087,0.061373,-0.100691,0.993035,-0.003115,-0.006945,0.015052,
0.055740,-0.067352,0.992813,0.060809,-0.097357,0.993013,-0.005069,0.030004,-0.000200,
0.062134,-0.110413,0.997314,0.060942,-0.098662,0.993443,0.001192,-0.011750,0.003871,
0.038986,-0.098007,0.989044,0.058746,-0.098597,0.993003,-0.019760,0.000590,-0.003959,
0.045090,-0.079254,0.954407,0.057381,-0.096663,0.989144,-0.012291,0.017408,-0.034737,
0.022324,-0.120224,0.983215,0.053875,-0.099019,0.988551,-0.031551,-0.021205,-0.005336,
0.022644,-0.082535,0.986740,0.050752,-0.097370,0.988370,-0.028108,0.014836,-0.001630,
0.069855,-0.115845,0.993500,0.052662,-0.099218,0.988883,0.017193,-0.016627,0.004617,
0.057495,-0.091873,0.977341,0.053145,-0.098483,0.987729,0.004350,0.006610,-0.010388,
0.031082,-0.114258,0.990128,0.050939,-0.100061,0.987969,-0.019857,-0.014197,0.002159,
0.051193,-0.138000,1.004395,0.050965,-0.103855,0.989611,0.000229,-0.034146,0.014783,
0.027557,-0.074814,0.993622,0.048624,-0.100951,0.990012,-0.021066,0.026137,0.003610,
0.037170,-0.087784,0.979080,0.047478,-0.099634,0.988919,-0.010308,0.011850,-0.009839,
0.034897,-0.120712,0.993195,0.046220,-0.101742,0.989347,-0.011323,-0.018970,0.003848,
0.043640,-0.114655,1.011932,0.045962,-0.103033,0.991605,-0.002322,-0.011621,0.020327,
0.050674,-0.093887,0.988129,0.046434,-0.102118,0.991257,0.004241,0.008231,-0.003129,
0.056366,-0.111633,0.981506,0.047427,-0.103070,0.990282,0.008939,-0.008563,-0.008776,
0.034973,-0.110291,1.001968,0.046181,-0.103792,0.991451,-0.011208,-0.006499,0.010517,
0.014816,-0.095078,0.979889,0.043045,-0.102921,0.990295,-0.028229,0.007843,-0.010406,
0.020416,-0.115524,0.992004,0.040782,-0.104181,0.990466,-0.020366,-0.011343,0.001539,
0.015747,-0.096893,0.984863,0.038279,-0.103452,0.989905,-0.022531,0.006559,-0.005042,
0.011688,-0.112915,0.997818,0.035619,-0.104398,0.990697,-0.023931,-0.008517,0.007121,
0.011673,-0.115784,0.994888,0.033225,-0.105537,0.991116,-0.021552,-0.010247,0.003772,
0.049469,-0.118347,0.994324,0.034849,-0.106818,0.991437,0.014620,-0.011529,0.002887,
0.029282,-0.099258,0.989944,0.034292,-0.106062,0.991287,-0.005011,0.006804,-0.001343,
0.053558,-0.099518,0.976410,0.036219,-0.105408,0.989800,0.017339,0.005890,-0.013390,
0.064194,-0.105804,0.973633,0.039017,-0.105447,0.988183,0.025177,-0.000357,-0.014550,
0.038864,-0.105438,1.004883,0.039001,-0.105446,0.989853,-0.000137,0.000008,0.015030,
0.059219,-0.115280,0.986481,0.041023,-0.106430,0.989516,0.018196,-0.008850,-0.003035,
0.059631,-0.073013,0.973206,0.042884,-0.103088,0.987885,0.016747,0.030075,-0.014679,
0.084488,-0.105026,0.994537,0.047044,-0.103282,0.988550,0.037444,-0.001744,0.005987,
0.044632,-0.110809,1.017822,0.046803,-0.104035,0.991477,-0.002171,-0.006775,0.026345,
0.019775,-0.075974,0.996506,0.044100,-0.101229,0.991980,-0.024325,0.025255,0.004526,
0.084625,-0.094788,0.979645,0.048153,-0.100584,0.990747,0.036472,0.005797,-0.011102,
0.038864,-0.107346,1.001968,0.047224,-0.101261,0.991869,-0.008360,-0.006085,0.010100,
0.045807,-0.098816,0.980270,0.047082,-0.101016,0.990709,-0.001275,0.002200,-0.010439,
0.027145,-0.123825,0.986252,0.045089,-0.103297,0.990263,-0.017943,-0.020528,-0.004011,
0.022491,-0.100403,0.990860,0.042829,-0.103008,0.990323,-0.020337,0.002605,0.000537,
0.014832,-0.090302,0.986740,0.040029,-0.101737,0.989965,-0.025198,0.011435,-0.003224,
0.019455,-0.110794,0.998856,0.037972,-0.102643,0.990854,-0.018517,-0.008151,0.008002,
0.015732,-0.096878,0.986832,0.035748,-0.102066,0.990451,-0.020016,0.005188,-0.003620,
0.020554,-0.106277,0.967270,0.034228,-0.102487,0.988133,-0.013675,-0.003790,-0.020863,
0.040894,-0.098846,0.995987,0.034895,-0.102123,0.988919,0.005999,0.003277,0.007068,
0.031189,-0.098145,1.005722,0.034524,-0.101725,0.990599,-0.003335,0.003581,0.015123,
0.029297,-0.089645,1.016449,0.034002,-0.100517,0.993184,-0.004705,0.010872,0.023265,
0.047470,-0.119232,1.011063,0.035348,-0.102389,0.994972,0.012122,-0.016843,0.016091,
0.019562,-0.103363,0.984970,0.033770,-0.102486,0.993972,-0.014208,-0.000877,-0.009002,
0.041748,-0.117722,0.986328,0.034568,-0.104010,0.993207,0.007181,-0.013712,-0.006879,
0.017624,-0.109192,0.968277,0.032873,-0.104528,0.990714,-0.015249,-0.004664,-0.022437,
0.027481,-0.091965,0.966217,0.032334,-0.103272,0.988265,-0.004853,0.011307,-0.022048,
0.006744,-0.123428,0.997879,0.029775,-0.105287,0.989226,-0.023031,-0.018141,0.008653,
0.004837,-0.120667,0.997833,0.027281,-0.106825,0.990087,-0.022444,-0.013841,0.007747,
0.025482,-0.088974,0.995712,0.027101,-0.105040,0.990649,-0.001619,0.016066,0.005063,
0.033386,-0.075653,0.981842,0.027730,-0.102101,0.989769,0.005656,0.026448,-0.007927,
0.018829,-0.074188,0.987579,0.026840,-0.099310,0.989550,-0.008010,0.025122,-0.001970,
-0.000839,-0.099060,1.016235,0.024072,-0.099285,0.992218,-0.024911,0.000225,0.024017,
